timestamp,dev_dn,active_power_kw,day_cap_kwh,temperature_c,efficiency_pct,mppt_power_kw
2026-01-01T14:30:00Z,NE=146048777,0,0.54,13.3,0,0
2026-01-01T14:30:00Z,NE=146049818,0,0.54,13.2,0,0
2026-01-01T14:30:00Z,NE=193143992,0.017,1.5,14,75.69,0.023
2026-01-01T14:35:00Z,NE=146048777,0.004,0.54,13.3,74.08,0.002
2026-01-01T14:35:00Z,NE=146049818,0,0.54,13.3,0,0
2026-01-01T14:35:00Z,NE=193143992,0.013,1.5,14,75.69,0.013
2026-01-01T14:40:00Z,NE=146048777,0.012,0.54,13.3,78.91,0.012
2026-01-01T14:40:00Z,NE=146049818,0.011,0.54,13.2,77.3,0.011
2026-01-01T14:40:00Z,NE=193143992,0.04,1.5,14,85.35,0.043
2026-01-01T14:45:00Z,NE=146048777,0.013,0.54,13.3,80.52,0.018
2026-01-01T14:45:00Z,NE=146049818,0.018,0.54,13.2,80.52,0.026
2026-01-01T14:45:00Z,NE=193143992,0.056,1.51,14,89.36,0.063
2026-01-01T14:50:00Z,NE=146048777,0.001,0.54,13.3,72.47,0.008
2026-01-01T14:50:00Z,NE=146049818,0.008,0.55,13.2,74.08,0.016
2026-01-01T14:50:00Z,NE=193143992,0.028,1.51,14,78.91,0.043
2026-01-01T14:55:00Z,NE=146048777,0,0.54,13.3,0,0
2026-01-01T14:55:00Z,NE=146049818,0,0.55,13.2,0,0
2026-01-01T14:55:00Z,NE=193143992,0.01,1.51,14,74.08,0.02
2026-01-01T15:00:00Z,NE=146048777,0,0.54,13.3,0,0
2026-01-01T15:00:00Z,NE=146049818,0,0.55,13.2,72.47,0.001
2026-01-01T15:00:00Z,NE=193143992,0.02,1.51,13.8,77.3,0.024
2026-01-01T15:05:00Z,NE=146048777,0,0.54,13.3,0,0
2026-01-01T15:05:00Z,NE=146049818,0,0.55,13.2,72.47,0
2026-01-01T15:05:00Z,NE=193143992,0.02,1.51,14,77.3,0.026
2026-01-01T15:10:00Z,NE=146048777,0,0.54,13.3,0,0
2026-01-01T15:10:00Z,NE=146049818,0,0.55,13.2,0,0
2026-01-01T15:10:00Z,NE=193143992,0.014,1.51,14,74.08,0.014
2026-01-01T15:15:00Z,NE=146048777,0,0.54,13.3,0,0
2026-01-01T15:15:00Z,NE=146049818,0,0.55,13.4,0,0
2026-01-01T15:15:00Z,NE=193143992,0.011,1.52,14,74.08,0.012
2026-01-01T15:20:00Z,NE=146048777,0,0.54,13.3,0,0
2026-01-01T15:20:00Z,NE=146049818,0,0.55,13.4,0,0
2026-01-01T15:20:00Z,NE=193143992,0.009,1.52,14,72.47,0.013
2026-01-01T15:25:00Z,NE=146048777,0,0.54,13.3,0,0
2026-01-01T15:25:00Z,NE=146049818,0,0.55,13.4,0,0
2026-01-01T15:25:00Z,NE=193143992,0.005,1.52,14,72.47,0.007
2026-01-01T15:30:00Z,NE=146048777,0,0.54,13.3,0,0
2026-01-01T15:30:00Z,NE=146049818,0,0.55,14.2,0,0
2026-01-01T15:30:00Z,NE=193143992,0.001,1.52,14,0,0
2026-01-01T15:35:00Z,NE=146048777,0,0.54,13.3,0,0
2026-01-01T15:35:00Z,NE=146049818,0,0.55,14.4,0,0
2026-01-01T15:35:00Z,NE=193143992,0,1.52,13.8,0,0
2026-01-01T15:40:00Z,NE=146048777,0,0.54,13.3,0,0
2026-01-01T15:40:00Z,NE=146049818,0,0.55,14.4,0,0
2026-01-01T15:40:00Z,NE=193143992,0,1.52,13.8,0,0
2026-01-01T15:45:00Z,NE=146048777,0,0.54,13.3,0,0
2026-01-01T15:45:00Z,NE=146049818,0,0.55,14.2,0,0
2026-01-01T15:45:00Z,NE=193143992,0,1.52,14,0,0
2026-01-01T15:50:00Z,NE=146048777,0,0.54,13.7,0,0
2026-01-01T15:50:00Z,NE=146049818,0,0.55,14.2,0,0
2026-01-01T15:50:00Z,NE=193143992,0,1.52,14.6,0,0
2026-01-01T15:55:00Z,NE=146048777,0,0.54,14.3,0,0
2026-01-01T15:55:00Z,NE=146049818,0,0.55,14,0,0
2026-01-01T15:55:00Z,NE=193143992,0,1.52,14.4,0,0
2026-01-01T16:00:00Z,NE=146048777,0,0.54,14.3,0,0
2026-01-01T16:00:00Z,NE=146049818,0,0.55,13.8,0,0
2026-01-01T16:00:00Z,NE=193143992,0,1.52,14.4,0,0
2026-01-01T16:05:00Z,NE=146048777,0,0.54,0,0,0
2026-01-01T16:05:00Z,NE=146049818,0,0.55,0,0,0
2026-01-01T16:05:00Z,NE=193143992,0,1.52,0,0,0
2026-01-01T16:10:00Z,NE=146048777,0,0.54,0,0,0
2026-01-01T16:10:00Z,NE=146049818,0,0.55,0,0,0
2026-01-01T16:10:00Z,NE=193143992,0,1.52,0,0,0
2026-01-01T16:15:00Z,NE=146048777,0,0.54,0,0,0
2026-01-01T16:15:00Z,NE=146049818,0,0.55,0,0,0
2026-01-01T16:15:00Z,NE=193143992,0,1.52,0,0,0
2026-01-01T16:20:00Z,NE=146048777,0,0.54,0,0,0
2026-01-01T16:20:00Z,NE=146049818,0,0.55,0,0,0
2026-01-01T16:20:00Z,NE=193143992,0,1.52,0,0,0
2026-01-01T17:50:00Z,NE=146048777,0,0.54,0,0,0
2026-01-01T19:05:00Z,NE=146049818,0,0.55,0,0,0
2026-01-01T19:05:00Z,NE=193143992,0,1.52,0,0,0
2026-01-01T19:10:00Z,NE=146049818,0,0.55,0,0,0
2026-01-01T19:10:00Z,NE=193143992,0,1.52,0,0,0
2026-01-01T21:05:00Z,NE=146048777,0,0.54,0,0,0
2026-01-01T21:05:00Z,NE=146049818,0,0.55,0,0,0
2026-01-01T21:10:00Z,NE=146048777,0,0.54,0,0,0
2026-01-01T21:10:00Z,NE=146049818,0,0.55,0,0,0
2026-01-01T21:15:00Z,NE=146049818,0,0.55,0,0,0
2026-01-01T21:20:00Z,NE=146049818,0,0.55,0,0,0
2026-01-02T07:30:00Z,NE=146048777,0,0,0,0,0
2026-01-02T07:30:00Z,NE=146049818,0,0,25,0,0
2026-01-02T07:30:00Z,NE=193143992,0,0,0,0,0
2026-01-02T07:35:00Z,NE=146048777,0,0,10.1,0,0
2026-01-02T07:35:00Z,NE=146049818,0,0,10.3,0,0
2026-01-02T07:35:00Z,NE=193143992,0,0,10.2,0,0
2026-01-02T07:40:00Z,NE=146048777,0,0,10.3,0,0
2026-01-02T07:40:00Z,NE=146049818,0,0,10.5,0,0
2026-01-02T07:40:00Z,NE=193143992,0,0,10.2,0,0
2026-01-02T07:45:00Z,NE=146048777,0,0,10.3,0,0
2026-01-02T07:45:00Z,NE=146049818,0,0,10.5,0,0
2026-01-02T07:45:00Z,NE=193143992,0,0,10.1,0,0
2026-01-02T07:50:00Z,NE=146048777,0,0,10.4,0,0
2026-01-02T07:50:00Z,NE=146049818,0,0,10.5,0,0
2026-01-02T07:50:00Z,NE=193143992,0,0,9.6,0,0
2026-01-02T07:55:00Z,NE=146048777,0,0,10.3,0,0
2026-01-02T07:55:00Z,NE=146049818,0,0,10.5,0,0
2026-01-02T07:55:00Z,NE=193143992,0.006,0,9.5,74.46,0.002
